month,category,brand,customer_type,channel,city_tier,sample_size,satisfaction_index,palatability,digestive_tolerance,price_value,availability,trust_quality,benefit_index_1to5,price_index_1to5,pack_size_g,price_per_kg_inr,relative_share_index,market_growth_pct,funnel_conversation_idx,funnel_consideration_idx,funnel_trial_idx,funnel_repeat_idx,repeat_rate_pct,trade_up_rate_pct,promo_flag,signal_source,category_desc,customer_type_desc,channel_desc,city_tier_desc
Sep-24,Dog-Mass,PEDIGREE,Health-first,E-comm/Quick,3,22,50.05,72.42,61.69,84.68,83.97,67.52,4.22,1.73,10000,231.92,1.59,5.42,100,80,56,44,25.5,12.45,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Health-first,D2C,1,20,55.32,80.72,67.31,79.74,69.27,50.68,4.07,1.31,1000,218.08,1.7,6.03,102,77,58,45,28.38,9.27,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,D2C,2,11,58.51,65.96,56.71,90.95,84.75,61.74,3.9,1.61,10000,213.42,1.74,5.63,102,79,62,44,28.3,7.01,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,D2C,3,10,46.85,77.24,70.93,81.14,76.01,66.16,4.14,1.54,1000,249.92,1.63,5.01,101,82,57,47,32.59,6.02,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,D2C,1,22,68.93,72.15,66.99,92.71,85.76,70.92,4.03,1.48,3000,248.06,1.68,4.26,102,77,53,49,21.33,0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,D2C,2,17,69.71,74.17,68.45,92.86,84.2,57.21,3.86,1.46,10000,230.8,1.59,7.49,95,76,58,46,26.27,6.78,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,D2C,3,14,74.11,72.72,67.09,88.27,73.25,48.8,3.95,1.59,3000,252.01,1.72,6.2,103,81,58,42,24.69,11.35,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,E-comm/Quick,1,10,72.8,77.27,53.61,92.67,85.32,57.18,3.57,1.56,1000,273.35,1.46,5.93,101,77,51,45,21.38,3.57,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,E-comm/Quick,2,11,73.82,74.2,58.36,80.92,73.64,57.62,3.75,1.44,1000,235.73,1.56,4.28,99,78,51,45,28.11,5.08,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,E-comm/Quick,3,18,66.81,79.23,69.11,80.28,75.58,61.48,3.72,1.22,10000,244.56,1.73,5.7,101,78,67,49,29.74,0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,Pet Specialty,1,14,76.53,67.46,55.47,80.12,73.51,68.12,3.9,1.32,3000,291.55,1.68,5.47,104,76,55,50,24.45,0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Offline pet-specialty retailers.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,Pet Specialty,2,19,67.69,77.65,61.25,80.24,77.71,55.52,3.82,1.8,3000,235.78,1.58,4.91,98,80,59,43,27.16,6.82,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,Pet Specialty,3,19,70.19,68.02,67.42,79.42,69.17,48.23,3.94,1.61,3000,230.07,1.62,9.34,95,77,56,44,31.08,9.69,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,Vet,1,17,67.95,76.63,53.38,77.8,81.02,58.54,4.14,1.51,1000,226.79,1.56,5.48,101,76,58,52,36.6,6.34,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Veterinary clinics/hospitals and associated retail.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,Vet,2,18,70.71,59.77,57.95,72.78,77.89,58.11,3.95,1.53,1000,265.62,1.61,4.94,100,78,59,43,24.66,7.43,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Veterinary clinics/hospitals and associated retail.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,Vet,3,20,69.04,79.48,61.08,86.42,73.45,53.1,3.96,1.54,3000,238.06,1.58,4.83,98,79,60,43,31.01,10.95,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Veterinary clinics/hospitals and associated retail.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,D2C,1,26,62.78,67.36,56.53,73.33,88.98,61.93,3.94,1.64,1000,246.45,1.6,8.14,101,78,59,46,22.82,0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,D2C,2,18,65.28,83.32,79.23,87.14,76.47,57.2,3.81,1.4,3000,188.45,1.5,4.45,98,83,57,41,24.19,2.66,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,D2C,3,19,55.57,70.61,68.18,95.09,86.76,56.39,4.29,1.49,3000,236.31,1.65,5.86,100,85,54,50,17.7,1.12,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,E-comm/Quick,1,11,66.33,64.56,65.74,82.47,79.1,61.17,3.7,1.54,10000,248.78,1.67,7.53,102,74,56,47,23.03,5.26,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,E-comm/Quick,2,17,63.46,76.27,66.67,81.83,86.96,51.51,3.99,1.54,3000,220.78,1.74,4.51,97,81,52,48,22.69,10.85,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,E-comm/Quick,3,20,68.62,58.98,69.83,83.81,77.99,66.08,4,1.57,1000,218.41,1.6,6.42,98,75,58,43,28.7,0,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,E-comm/Quick,1,18,55.88,79.54,87.9,57.99,78.09,76.95,4.51,3.8,1500,634.17,0.92,7.28,101,69,60,59,32.16,14.37,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,E-comm/Quick,2,15,58.98,67.48,82.57,49.07,75.65,78.88,4.5,4,7000,625.42,0.9,11.12,98,79,65,53,36.02,15.9,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,E-comm/Quick,3,18,52.66,73.64,80.51,47.55,75.72,89.07,4.66,3.73,3000,637.67,0.98,8.46,101,69,62,57,36.01,15.67,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Pet Specialty,1,26,57.83,76.72,79.21,53.32,63.57,91.01,4.79,3.83,7000,656.14,1.02,9.24,103,69,63,57,35.75,19.76,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Offline pet-specialty retailers.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Pet Specialty,2,18,65.81,74.9,90.46,61.79,69.82,85.33,4.84,3.86,7000,636.33,0.84,7.79,96,68,59,51,35.03,15.38,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Pet Specialty,3,19,56.93,73.05,89,57.73,62.58,88.44,4.51,3.73,3000,621.66,1.01,8.32,97,75,61,56,35.73,6.06,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Vet,1,16,72.04,74.32,79.67,49.72,74.01,91.95,4.57,3.9,7000,690.23,0.82,7.99,99,76,59,44,22.93,17.7,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Veterinary clinics/hospitals and associated retail.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Vet,2,13,65.73,80.06,72.16,50.78,73.44,89.83,4.66,3.75,1500,614.28,0.99,10.4,104,75,62,55,40.13,10.69,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Veterinary clinics/hospitals and associated retail.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Vet,3,21,63.99,78.17,89.67,49.15,72.28,79.84,4.7,3.54,7000,595.92,0.87,9.65,100,77,58,55,36.14,13.62,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Veterinary clinics/hospitals and associated retail.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Pet Specialty,1,11,87.47,75.57,71.14,53.79,69.12,88.77,4.52,3.82,1500,501.66,0.86,11.26,95,67,64,53,27.75,15.09,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Pet Specialty,2,20,79.72,70.32,87.23,51.9,71.4,98,4.37,3.88,3000,621.77,0.88,8.15,97,74,62,57,33.63,12.48,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Pet Specialty,3,19,84.5,77.83,89.5,50.95,65.82,87.7,4.49,3.96,1500,635.62,0.91,8.18,102,72,61,49,28.12,2.14,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,D2C,1,14,80.37,82.71,84.55,42.2,71.71,87.98,4.83,3.69,1500,610.13,0.9,8.68,99,73,60,55,28.79,19.86,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,D2C,2,24,84.57,81.74,83.65,43.21,82.87,90.15,4.7,3.87,1500,629.59,1.01,9.24,106,71,68,55,30.84,12.49,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,D2C,3,21,83.75,81.14,78.56,47.85,84.85,98,4.61,3.79,3000,627.15,0.92,10.31,99,76,65,49,25.87,7.02,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Modern Trade,1,17,86.13,90.01,72.2,44.56,76.8,89.08,4.41,3.63,3000,685.35,0.94,9.31,98,71,62,58,38.68,9.46,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Supermarkets/Hypermarkets and organized retail chains.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Modern Trade,2,13,86.64,84.89,71.56,45.83,65.28,80.23,4.53,3.76,3000,521.29,0.88,6.49,100,73,66,56,27.76,9,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Supermarkets/Hypermarkets and organized retail chains.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Modern Trade,3,7,82.45,81.12,87.08,55.34,79.29,87.46,4.79,3.84,7000,667.28,0.89,8.96,102,74,65,54,33.87,7.54,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Supermarkets/Hypermarkets and organized retail chains.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Modern Trade,1,19,75.44,83.5,84.08,53.99,54.62,98,4.77,3.92,3000,662.58,0.85,10.29,99,75,60,54,43.5,19.05,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Supermarkets/Hypermarkets and organized retail chains.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Modern Trade,2,16,69.64,79.85,83.19,50.7,65.54,92.01,4.84,3.89,1500,663.5,0.89,9.39,100,75,67,56,33.5,19.99,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Supermarkets/Hypermarkets and organized retail chains.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Modern Trade,3,20,73.5,81.58,86.21,46.21,80.25,87.1,4.57,3.8,7000,591.85,0.77,7.94,104,69,62,51,28.62,13.57,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Supermarkets/Hypermarkets and organized retail chains.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Vet,1,16,78.18,73.8,68.51,43.9,72.35,94.76,4.6,3.94,3000,580.26,0.98,11.93,104,75,64,57,39.13,14.29,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Veterinary clinics/hospitals and associated retail.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Vet,2,18,83.57,67.84,81.41,42.07,65.38,89.08,4.74,3.99,7000,560.29,0.77,8.84,99,71,64,60,38.31,15.49,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Veterinary clinics/hospitals and associated retail.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Vet,3,20,81.82,72.38,78.53,48.38,74.83,88.84,4.66,3.83,7000,668.25,0.79,11.1,96,71,60,57,33.87,18.88,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Veterinary clinics/hospitals and associated retail.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,E-comm/Quick,1,17,78.66,72.99,94.87,40.87,73.86,91.8,4.57,3.82,7000,705.72,1.03,7.16,100,78,57,55,34.09,14.52,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,E-comm/Quick,2,16,68.51,73.37,87.86,54.62,73.82,84.8,4.68,3.93,1500,617.64,0.9,8.08,100,69,63,57,25.37,15.71,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
