month,category,brand,customer_type,channel,city_tier,sample_size,satisfaction_index,palatability,digestive_tolerance,price_value,availability,trust_quality,benefit_index_1to5,price_index_1to5,pack_size_g,price_per_kg_inr,relative_share_index,market_growth_pct,funnel_conversation_idx,funnel_consideration_idx,funnel_trial_idx,funnel_repeat_idx,repeat_rate_pct,trade_up_rate_pct,promo_flag,signal_source,category_desc,customer_type_desc,channel_desc,city_tier_desc
Sep-24,Dog-Mass,PEDIGREE,Health-first,Pet Specialty,2,35,65.15942200991248,74.15,67.36,90.5,85.43757746718259,60.90218050848944,3.98,1.44,1000,207.35,1.67,5.24,100,81,60,46,29.4,1.12,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,Pet Specialty,3,35,66.74684009999788,63.0,63.76,80.79,86.61410969939791,58.44558242203365,3.91,1.61,1000,196.97,1.54,5.59,97,78,58,44,38.0,7.48,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Health-first,E-comm/Quick,1,35,65.87460886311517,68.03,69.11,79.24,82.26114120471452,63.258574623256024,3.72,1.54,1000,250.42,1.47,6.45,103,79,62,42,35.26,0.0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,E-comm/Quick,2,35,62.953474273369466,64.32,62.58,95.23,79.44518934517906,62.911576178966065,3.88,1.74,10000,256.2,1.56,6.61,104,73,61,46,23.61,6.46,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,E-comm/Quick,3,35,59.170272389873844,72.42,61.69,84.68,78.41071938869888,54.992971825661854,4.22,1.73,10000,232.32,1.59,7.33,100,80,56,44,25.5,12.45,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Health-first,D2C,1,35,66.79643601589675,80.72,67.31,79.74,82.01701356020669,54.19178762449059,4.07,1.31,1000,292.42,1.7,7.68,102,77,58,45,28.38,9.27,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,D2C,2,35,61.627621464037446,65.96,56.71,90.95,77.75388777384876,51.145940207471526,3.9,1.61,10000,241.0,1.74,7.21,102,79,62,44,28.3,7.01,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Health-first,D2C,3,35,59.527741370321245,77.24,70.93,81.14,81.52373343849551,64.54474360484213,4.14,1.54,1000,216.99,1.63,6.99,101,82,57,47,32.59,6.02,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,D2C,1,35,68.90142636752968,72.15,66.99,92.71,83.18069062982308,59.10221633693533,4.03,1.48,3000,258.76,1.68,6.96,102,77,53,49,21.33,0.0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,D2C,2,35,74.6213473936985,74.17,68.45,92.86,78.4939658871414,59.261152921179026,3.86,1.46,10000,241.53,1.59,6.89,95,76,58,46,26.27,6.78,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,D2C,3,35,67.99987985080257,72.72,67.09,88.27,82.76057128140081,62.40773213074709,3.95,1.59,3000,218.53,1.72,7.36,103,81,58,42,24.69,11.35,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,E-comm/Quick,1,35,76.66659469033493,77.27,53.61,92.67,80.4895730376514,59.798605460350565,3.57,1.56,1000,290.56,1.46,6.54,101,77,51,45,21.38,3.57,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,E-comm/Quick,2,35,61.572677991268534,74.2,58.36,80.92,78.65024012299129,59.67425189922411,3.75,1.44,1000,227.2,1.56,6.77,99,78,51,45,28.11,5.08,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,E-comm/Quick,3,35,63.87278469328014,79.23,69.11,80.28,83.92142826284729,60.309839738416514,3.72,1.22,10000,222.17,1.73,7.08,101,78,67,49,29.74,0.0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,Pet Specialty,1,35,63.373808679035704,67.46,55.47,80.12,80.28914786736576,60.13853543412922,3.9,1.32,3000,322.85,1.68,5.52,104,76,55,50,24.45,0.0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Offline pet-specialty retailers.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,Pet Specialty,2,35,62.37840185420503,77.65,61.25,80.24,83.69676109148301,56.679901113686036,3.82,1.8,3000,280.17,1.58,5.65,98,80,59,43,27.16,6.82,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Convenience-first,Pet Specialty,3,35,66.02575365654539,68.02,67.42,79.42,78.42608950839205,56.54259432789453,3.94,1.61,3000,194.8,1.62,5.57,95,77,56,44,31.08,9.69,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,Vet,1,35,73.2979376302184,76.63,53.38,77.8,82.23834278080949,62.45350451697729,4.14,1.51,1000,250.67,1.56,6.56,101,76,58,52,36.6,6.34,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Veterinary clinics/hospitals and associated retail.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,Vet,2,35,71.87721055998071,59.77,57.95,72.78,79.76869487175769,66.18717193061579,3.95,1.53,1000,223.34,1.61,6.03,100,78,59,43,24.66,7.43,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Veterinary clinics/hospitals and associated retail.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,Vet,3,35,68.19403191185825,79.48,61.08,86.42,87.16050749976885,57.54137266704818,3.96,1.54,3000,228.41,1.58,6.3,98,79,60,43,31.01,10.95,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Veterinary clinics/hospitals and associated retail.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,D2C,1,35,69.18983571717752,67.36,56.53,73.33,82.32961164402245,55.17136977433487,3.94,1.64,1000,248.84,1.6,6.81,101,78,59,46,22.82,0.0,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,D2C,2,35,67.49900172932232,83.32,79.23,87.14,77.4554583259424,55.21282512772638,3.81,1.4,3000,262.65,1.5,7.76,98,83,57,41,24.19,2.66,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,D2C,3,35,61.437197667765425,70.61,68.18,95.09,78.3484276913966,62.025595177293894,4.29,1.49,3000,229.15,1.65,7.44,100,85,54,50,17.7,1.12,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,E-comm/Quick,1,35,68.53803787080935,64.56,65.74,82.47,83.6823535791047,60.03114944139313,3.7,1.54,10000,291.97,1.67,6.92,102,74,56,47,23.03,5.26,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,E-comm/Quick,2,35,69.79067935111347,76.27,66.67,81.83,82.54514305891814,62.815208208139616,3.99,1.54,3000,238.88,1.74,7.26,97,81,52,48,22.69,10.85,0,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Mass,PEDIGREE,Premium/Indulgence,E-comm/Quick,3,35,77.48456021729152,58.98,69.83,83.81,82.2769076614798,57.33892302143862,4.0,1.57,1000,226.2,1.6,7.24,98,75,58,43,28.7,0.0,1,coded_public_consumer_discussions,Mass-market complete dog nutrition (value/availability focus) ��� anchor brand: PED,Seeks superior taste/texture/brand halo; willing to pay more for indulgence.,E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,E-comm/Quick,1,35,73.2951117491185,79.54,87.9,57.99,73.05878057112353,84.45272557303997,4.51,3.8,1500,667.03,0.92,10.4,101,69,60,59,32.16,14.37,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,E-commerce marketplaces and quick-commerce apps.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,E-comm/Quick,2,35,68.35549445083622,67.48,82.57,49.07,66.76676566621208,85.65712007638186,4.5,4.0,7000,613.47,0.9,10.19,98,79,65,53,36.02,15.9,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,E-commerce marketplaces and quick-commerce apps.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,E-comm/Quick,3,35,69.49643701759011,73.64,80.51,47.55,75.43183226797598,88.11839099573871,4.66,3.73,3000,480.06,0.98,10.39,101,69,62,57,36.01,15.67,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,E-commerce marketplaces and quick-commerce apps.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Pet Specialty,1,35,78.21871657811305,76.72,79.21,53.32,75.55730000438867,82.75285414092646,4.79,3.83,7000,770.0,1.02,7.94,103,69,63,57,35.75,19.76,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Offline pet-specialty retailers.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Pet Specialty,2,35,71.22617741548555,74.9,90.46,61.79,68.39911077883266,84.94105423413241,4.84,3.86,7000,702.47,0.84,8.28,96,68,59,51,35.03,15.38,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Pet Specialty,3,35,70.82924567455667,73.05,89.0,57.73,73.75358584116432,80.35646418265982,4.51,3.73,3000,534.4,1.01,8.29,97,75,61,56,35.73,6.06,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Vet,1,35,86.42754668954422,74.32,79.67,49.72,71.33145828443868,89.52986104220459,4.57,3.9,7000,676.68,0.82,9.72,99,76,59,44,22.93,17.7,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Veterinary clinics/hospitals and associated retail.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Vet,2,35,79.71121918700268,80.06,72.16,50.78,65.25665045410545,84.38972739442737,4.66,3.75,1500,588.02,0.99,9.42,104,75,62,55,40.13,10.69,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Veterinary clinics/hospitals and associated retail.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Budget/Community,Vet,3,35,80.71343956376073,78.17,89.67,49.15,71.48949125646487,79.67943448815747,4.7,3.54,7000,503.68,0.87,9.58,100,77,58,55,36.14,13.62,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,Price-sensitive; bulk/value focus; often includes community/stray feeders.,Veterinary clinics/hospitals and associated retail.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Pet Specialty,1,35,78.03581571356855,75.57,71.14,53.79,71.84405920941472,87.27920833996008,4.52,3.82,1500,636.88,0.86,8.23,95,67,64,53,27.75,15.09,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Pet Specialty,2,35,76.39731070837936,70.32,87.23,51.9,71.54464471489325,89.6485226980842,4.37,3.88,3000,633.64,0.88,8.14,97,74,62,57,33.63,12.48,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Pet Specialty,3,35,76.05911022269602,77.83,89.5,50.95,69.13190144053821,88.12396747094013,4.49,3.96,1500,553.77,0.91,7.71,102,72,61,49,28.12,2.14,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Offline pet-specialty retailers.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,D2C,1,35,76.27157212374954,82.71,84.55,42.2,73.07104645789514,85.02799626136466,4.83,3.69,1500,703.09,0.9,10.54,99,73,60,55,28.79,19.86,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,D2C,2,35,72.57481641658771,81.74,83.65,43.21,69.31945687940909,83.68401995631172,4.7,3.87,1500,683.76,1.01,11.16,106,71,68,55,30.84,12.49,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,D2C,3,35,75.61552761793142,81.14,78.56,47.85,71.64129214351011,89.44148106173385,4.61,3.79,3000,531.96,0.92,11.13,99,76,65,49,25.87,7.02,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Direct-to-consumer via brand-owned websites/apps.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Modern Trade,1,35,76.29232571648137,90.01,72.2,44.56,74.06301152489827,92.22191522861732,4.41,3.63,3000,739.96,0.94,8.79,98,71,62,58,38.68,9.46,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Supermarkets/Hypermarkets and organized retail chains.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Modern Trade,2,35,77.38683539953237,84.89,71.56,45.83,73.97249905746533,85.75893297362617,4.53,3.76,3000,618.66,0.88,8.16,100,73,66,56,27.76,9.0,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Supermarkets/Hypermarkets and organized retail chains.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Health-first,Modern Trade,3,35,72.5444993097131,81.12,87.08,55.34,68.3574341616368,82.97593047400119,4.79,3.84,7000,567.54,0.89,8.5,102,74,65,54,33.87,7.54,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Prioritizes vet guidance, ingredients, and condition management; outcome-focused.",Supermarkets/Hypermarkets and organized retail chains.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Modern Trade,1,35,84.05338805725023,83.5,84.08,53.99,74.22741367458119,92.56665077585176,4.77,3.92,3000,699.75,0.85,8.54,99,75,60,54,43.5,19.05,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Supermarkets/Hypermarkets and organized retail chains.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Modern Trade,2,35,75.62993400970761,79.85,83.19,50.7,71.30882634158807,91.05172581710251,4.84,3.89,1500,644.15,0.89,8.19,100,75,67,56,33.5,19.99,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Supermarkets/Hypermarkets and organized retail chains.,Tier-2/mini-metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Modern Trade,3,35,73.12222861551749,81.58,86.21,46.21,70.58688508314503,90.37474884596766,4.57,3.8,7000,527.23,0.77,8.86,104,69,62,51,28.62,13.57,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Supermarkets/Hypermarkets and organized retail chains.,Tier-3/smaller towns
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Vet,1,35,84.81217478075173,73.8,68.51,43.9,69.35965854486446,86.52622311499026,4.6,3.94,3000,753.65,0.98,9.31,104,75,64,57,39.13,14.29,0,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Veterinary clinics/hospitals and associated retail.,Tier-1 metros
Sep-24,Dog-Precision,ROYAL CANIN,Convenience-first,Vet,2,35,83.08817647959302,67.84,81.41,42.07,68.94446059202284,95.30142486779822,4.74,3.99,7000,620.42,0.77,9.44,99,71,64,60,38.31,15.49,1,coded_public_consumer_discussions,Precision/breed/condition-specific dog nutrition (vet/pet-specialty led) ��� anchor brand: ROYAL ,"Time-pressed urban owners; emphasizes ease, delivery speed, and simple routines.",Veterinary clinics/hospitals and associated retail.,Tier-2/mini-metros
